title,url,mp_name,rejected_type,rejected_reason,rejected_time
加入我们，成为财富管理破壁人~,https://mp.weixin.qq.com/s/PQbiG_lNeLTvpmkTjw2_tQ,港险研究院,🙅‍ 不选,标题为招聘或号召类，与香港保险产品无关。,2025-09-19 01:55:48
相信国运，定投纳指。“躺赢”纳指，新玩法如何保涨不跌？,https://mp.weixin.qq.com/s/9mWTnglGXaG6urQ1c30w7w,港险研究院,🙅‍ 不选,标题涉及纳指投资，与香港保险无关。,2025-09-19 01:55:48
央企人民币保单，2%高保底 + 5%高收益！太平洋“世代鑫享”秒杀增额寿！,https://mp.weixin.qq.com/s/Fj2nvTLd5tX9OyoPOw1Cgg,港险研究院,🙅‍ 不选,标题涉及内地保险公司（太平洋）人民币保单，与香港保险无关。,2025-09-19 01:55:48
短期高利率美元理财，选什么产品,https://mp.weixin.qq.com/s/vpi4ojqA0Advi2W9u2jBPg,多财Global,🙅‍ 不选,标题泛指美元理财产品，未明确与香港保险关联。,2025-09-19 01:55:48
甲骨文一夜暴涨出一个中石油，做全球资产配置到底有多重要？,https://mp.weixin.qq.com/s/12WxrgJ11HCby5w7W8H_zw,蓝星探险,🙅‍ 不选,标题涉及股票和全球资产配置，与香港保险无直接关联。,2025-09-19 01:55:48
国寿/太平/太平洋出品：第15年领回本金，之后每年5%领终身！,https://mp.weixin.qq.com/s/H2pv-WUVV_VBo5p9ZRsxMA,蓝星探险,⛔ 看文章再确定,标题涉及多家保险公司，但未明确是否为香港版本，需要查看文章确认是否与香港保险相关。,2025-09-19 01:55:48
香港保险圈效率工具索引！AI已修炼成精！,https://mp.weixin.qq.com/s/USyJB6guovrkgwQ9sKSRgg,香港保险圈,⛔ 看文章再确定,标题涉及香港保险圈工具，但需查看文章判断是否有可复用的增量信息。,2025-09-19 01:55:48
出入境记录恢复更新！免费香港线上开户继续！,https://mp.weixin.qq.com/s/-0B78nXK5u1sA7zeJiZsug,港险宝宝PRO,🙅‍ 不选,标题涉及香港线上开户，属于政策风险类内容，不选。,2025-09-19 01:55:48
比起美联储降息，我更关心怎么稳赚6%,https://mp.weixin.qq.com/s/aOYQ8dif5Ct4_ChHgBZhQA,特别分子Mark,⛔ 看文章再确定,标题涉及收益率，但未明确与香港保险关联，需要查看文章内容判断。,2025-09-19 01:55:48
为什么每一轮降息，都在收割中产？,https://mp.weixin.qq.com/s/ytbBVatCz7u4eKfreD1C8w,特别分子Mark,🙅‍ 不选,标题为宏观经济评论，与香港保险无直接关联。,2025-09-19 01:55:48
少数人的美股上车指南：如何接住1.78万亿泼天富贵？,https://mp.weixin.qq.com/s/_sAxg5ASB4Rnfibxledwcg,特别分子Mark,🙅‍ 不选,标题涉及美股投资，与香港保险无关。,2025-09-19 01:55:49
别等了！3款5%现金派息神器，额度告急！,https://mp.weixin.qq.com/s/7NP6Tj-siQ70lQRSxfLwLQ,木木小财女,⛔ 看文章再确定,标题提到'3款5%现金派息神器'，但未明确指向香港保险或具体产品，虽然可能与分红险相关，但缺乏直接关联性，需要查看文章内容确认是否与香港储蓄险业务高度相关。,2025-09-19 01:55:49
40岁给自己发一份终身10.8万的年薪，两年就到账，一直领到老，怎么做到的？这是深圳某大厂高管的真实退休方案...,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-09-19 01:55:49
今年交，一年后就能领！国寿出品，比傲珑创富更快返，40年IRR直逼5%！每年还有1.25%的保底派息！,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-09-19 01:55:49
大湾区“保险通”落地，香港保单理赔款人民币直进内地卡！省心省时还省钱！,https://mp.weixin.qq.com/s/Q9uMZ9t4QO695tqyeYD6iA,港险优选专家,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-10-28 23:06:42
崔老师亲测香港买金条！全程实拍，超详细攻略！PAMP金条避坑篇！,https://mp.weixin.qq.com/s/-oXqxvceuAh6UIGsjQyXvA,崔伟说投资,🙅‍ 不选,标题核心围绕‘香港买金条’与‘避坑’，涉及实物黄金购买，与香港保险无直接关系，属于非相关主题，应排除。,2025-10-28 23:21:47
为什么普通家庭的存款，很难超过30万？,https://mp.weixin.qq.com/s/P7C6iIxZpydUi5aj9PKFyQ,崔伟说投资,⛔ 看文章再确定,标题讨论普通家庭存款现象，无明确理财产品关联，可能是情绪性或铺垫性内容，需查看正文才能判断是否导向保险。,2025-10-28 23:21:47
卖黄金，买美债？,https://mp.weixin.qq.com/s/PWeCFxEOmovYy2huqc7e8A,有态度的精蒜湿,🙅‍ 不选,标题聚焦宏观投资策略（黄金、美债），与香港保险无关联，应排除。,2025-10-28 23:21:47
去美元交易下，香港美元保单是否还值得配置？,https://mp.weixin.qq.com/s/XdHMjWhpcQGGEx4PfCubag,有态度的精蒜湿,⛔ 看文章再确定,标题涉及‘去美元化’与‘香港美元保单’的宏观外汇议题，可能存在政策敏感风险（货币政策层面），需谨慎判定，建议二次查看内容。,2025-10-28 23:21:47
会开完，未来10年的投资机会也浮出水面了,https://mp.weixin.qq.com/s/Ft3A73tSyee8Qi0TmdOBTg,有态度的精蒜湿,⛔ 看文章再确定,仅提‘会开’与‘投资机会’，主题笼统，与具体保险不明相关，可能是宏观投资大会报道，需文章确认。,2025-10-28 23:21:47
养老社区的“三国演义”，谁才是晚年最靠谱的选择？揭秘选靠谱社区的4大标准！,https://mp.weixin.qq.com/s/R3xeRbB_enuYowRnv26sKw,港险圈研究院,🙅‍ 不选,标题讨论养老社区选择，与香港保险无直接关联，属于非相关主题，应排除。,2025-10-28 23:21:47
从资金盘陷阱到真.价值赛道：拆解真.假区块链的底层差异！,https://mp.weixin.qq.com/s/osDrrriy0zlgurOTZakyTQ,港险圈研究院,🙅‍ 不选,主题为区块链、资金盘，明显非保险相关，应剔除。,2025-10-28 23:21:47
存银行都比当房东赚得多！“老破小”为何涨不动？是时候换个思路了~,https://mp.weixin.qq.com/s/bvilrhsaWFOYtNYn-IUJeQ,港险圈研究院,⛔ 看文章再确定,标题以房地产讨论为主，可能引出理财替代方案如储蓄险，但未明确表述，需阅读正文判定可复用价值。,2025-10-28 23:21:47
其实人在内地就能直接开香港汇丰/渣打香港的银行卡，99%的人不知道！,https://mp.weixin.qq.com/s/VHFiGondrsiCqTS0EoUkYQ,小冯妮儿聊港险,🙅‍ 不选,标题主题为香港银行卡开户，属于跨境开户高危话题，应排除。,2025-10-28 23:21:47
1000万存香港银行，1年能赚到多少？居然是内地的3倍！（附香港汇丰、香港中银、香港渣打港币/美元存款利率对比）,https://mp.weixin.qq.com/s/OziUeNBIjrMystN2vNQezQ,小冯妮儿聊港险,🙅‍ 不选,标题聚焦香港银行存款利率对比，不涉及保险内容，属于非相关金融主题。,2025-10-28 23:21:47
CS 饰品一夜暴跌 70%，亏了几十万，我才顿悟投资没有错，错的是没给自己留退路！”。,https://mp.weixin.qq.com/s/3lgjeL0kjFiHk9NDpbyVSw,小冯妮儿聊港险,🙅‍ 不选,主题围绕游戏饰品投资，与保险、金融规划无关，应排除。,2025-10-28 23:21:47
个税全透明时代，高收入人群如何节税？香港储蓄险：3 大税务优势，帮你合规节税，守护资产安全！,https://mp.weixin.qq.com/s/-TVlXyr5i4FTH0pYsFpp1A,心水保,🙅‍ 不选,标题核心包含‘节税’‘税务优势’，触及税务政策高风险主题，应直接排除。,2025-10-28 23:21:47
重磅新规：广东明确夫妻可“互查财产”！名下的香港保单能查吗？,https://mp.weixin.qq.com/s/RlcdAyzz1EB84j0VfxcKaQ,香港投资风向标,⛔ 看文章再确定,标题涉及大陆政策与香港保单隐私问题，存在一定政策敏感度，但未明确违反高危关键词，需阅读确认是否触及政策风险。,2025-10-28 23:21:47
“告别全民炒房，增配金融资产”，中国居民的资产配置变迁！,https://mp.weixin.qq.com/s/RSAK9khhahZ2W2zW9QxYKA,香港投资风向标,🙅‍ 不选,标题无香港保险或港险相关内容，主题为宏观资产配置变化，不符合业务相关性规则。,2025-10-28 23:21:48
全天候盈利2000万了...,https://mp.weixin.qq.com/s/_VU2xv2s74vq_jmKranPEA,胡胡的全球笔记,🙅‍ 不选,标题内容模糊，无香港保险相关信息，极可能为投资或个人情绪类内容，应排除。,2025-10-28 23:21:48
黄金大跌，翻车了...,https://mp.weixin.qq.com/s/KzGTN4JCHodhGkxdz1xpiQ,胡胡的全球笔记,🙅‍ 不选,标题涉及黄金行情，与香港保险无关，属于非相关主题。,2025-10-28 23:21:48
黄金，开始疯狂起来了...,https://mp.weixin.qq.com/s/NAbebxA9hfODwvKif1Pcmg,胡胡的全球笔记,🙅‍ 不选,标题与黄金价格变动有关，不涉及保险或金融规划，非相关内容。,2025-10-28 23:21:48
稀土是啥？为啥中国一出招，美国就怂了,https://mp.weixin.qq.com/s/UK-PPKTAk2mrlOxyzpDBVA,胡胡的全球笔记,🙅‍ 不选,标题为地缘政治与资源类主题，完全无关香港保险业务。,2025-10-28 23:21:48
港险人民币提取攻略：无需换汇直接到账，合规避坑看这篇！,https://mp.weixin.qq.com/s/39R04fTDkCo6mONdYd8IGA,港险渠道,🙅‍ 不选,标题涉及“无需换汇”，触发政策风险关键词，属于高危换汇相关内容，应无条件排除。,2025-10-28 23:21:48
夫妻互查财产新规落地-广东,https://mp.weixin.qq.com/s/v0G8Qjg9_wqvaWnU7CV5Xw,港险渠道,🙅‍ 不选,标题为大陆政策新闻，与香港保险无直接关联，排除。,2025-10-28 23:21:48
央企人民币保单，2%高保底 + 5%高收益！太平洋“世代鑫享”秒杀增额寿！,https://mp.weixin.qq.com/s/XmiF8aoUF9zl_24-QaQu9Q,港险研究院,🙅‍ 不选,标题涉及“人民币保单”“太平洋”，可能为内地保险产品，不属于香港保险范畴。,2025-10-28 23:21:48
美食要不要来一口？不要钱的那种,https://mp.weixin.qq.com/s/ptexdhlwXe0OhuYoQlMasQ,港险研究院,🙅‍ 不选,完全无关保险或金融话题，排除。,2025-10-28 23:21:48
如果利率上涨，融资保单还能赚到钱吗？,https://mp.weixin.qq.com/s/2paL5p2BF84k-a6E0iolSA,蓝星探险,⛔ 看文章再确定,标题涉及融资保单与利率变动的关联，需要确认是否以香港保险为场景，否则可能延伸至非相关金融产品，须再判断。,2025-10-28 23:21:48
降息周期，赚钱的两种方式,https://mp.weixin.qq.com/s/SOSwWKGi27QHxUb4qeLZvQ,蓝星探险,🙅‍ 不选,标题宏观投资类，不特指香港保险产品，排除。,2025-10-28 23:21:48
身家千万以上，一定要买终身寿险！,https://mp.weixin.qq.com/s/U9bhqyaz9sjwqLAy_Yp1JQ,蓝星探险,⛔ 看文章再确定,标题虽然提到寿险，但未限定香港地区，需阅读确认是否与香港储蓄险相关。,2025-10-28 23:21:48
集增值与传承于一体，这稳健周全的方案灵活稳健，值得深入了解！,https://mp.weixin.qq.com/s/KkiclMftOrG5pCIMRsmWKg,香港保险圈,⛔ 看文章再确定,标题虽然提到理财与传承，但未提及具体产品或香港保险品牌，需进一步查看内容确定相关性。,2025-10-28 23:21:48
样样领先！提领之王实锤,https://mp.weixin.qq.com/s/TsMRdB1WSFdAB0_NB1b95A,港险宝宝PRO,⛔ 看文章再确定,标题未指出具体产品，只是宣传性语句，需确认是否与香港保险相关。,2025-10-28 23:21:48
亏钱，才是暴富的第一步？,https://mp.weixin.qq.com/s/ilFviDCc8_BEbnHEWH5RKQ,特别分子Mark,🙅‍ 不选,标题模糊，无保险相关内容，属于投资或鸡汤文类型，排除。,2025-10-28 23:21:48
"万通「富饶万家」储蓄计划，""理财+传承”双引擎助力富饶世代，实现万家梦想。",https://mp.weixin.qq.com/s/0kpt5U88FDue6D3hZqp0qg,港险宝宝PRO,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-11-16 01:26:51
11月港险大洗牌，优秀产品榜单大变样！,https://mp.weixin.qq.com/s/GHReHiahZ-19b7CIZEp4eA,蓝星探险,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-11-16 01:27:15
房价失守，富人集体“调仓”！新一轮资产置换潮真的来了......,https://mp.weixin.qq.com/s/kjK8ahr5KtbSRQmW9boyNw,木木小财女,🙅‍ 不选,标题涉及房地产（房价失守）和资产置换，与香港保险无关，属于非相关主题，一律不选。,2025-11-16 01:28:18
2026养老年金重大变化，每月少领500块？,https://mp.weixin.qq.com/s/ntTLijSQ587xdX-nEheJAw,特别分子Mark,⛔ 看文章再确定,标题涉及养老年金变化，但未明确指向香港保险，是否为香港相关或能提炼客户痛点需阅读文章判断。,2025-11-16 01:28:18
2026年起，海港城“举牌揽客” 乱象将全面规管！,https://mp.weixin.qq.com/s/ZVrH7qLXsgeNXgRLhmqJDA,港险宝宝PRO,🙅‍ 不选,标题涉及香港街头揽客乱象规管，与保险产品无关，属于非相关主题。,2025-11-16 01:28:18
明确了，收境外税！,https://mp.weixin.qq.com/s/pbvYIbEz-jLb6OCKVZF1XQ,港险宝宝PRO,🙅‍ 不选,标题包含'收境外税'，属于高危税务主题（征税、交税），政策风险排除，无条件不选。,2025-11-16 01:28:18
买的港险，被税务局要求补税？,https://mp.weixin.qq.com/s/1pBSjkxdK1d4geXH_XmWJA,蓝星探险,🙅‍ 不选,标题涉及'港险'和'补税'，属于高危税务主题（交税），政策风险排除，无条件不选。,2025-11-16 01:28:18
业务寡淡，一点碎碎念,https://mp.weixin.qq.com/s/GuS4JlvMAIlePxVzEmW7Ag,港险研究院,🙅‍ 不选,标题为个人情绪宣泄，无具体产品或价值信息，属于无价值内容。,2025-11-16 01:28:18
别再看黄金了，看了你也不可能重仓,https://mp.weixin.qq.com/s/Yx9QiF1-9W1yPUjcCuslag,港险研究院,🙅‍ 不选,标题涉及黄金投资，与香港保险无关，属于非相关主题。,2025-11-16 01:28:18
1000块存款利息都要补税了，境外投资补税范围扩大！,https://mp.weixin.qq.com/s/DSV8aAEFwE8vPooTwxJh8g,港险渠道,🙅‍ 不选,标题涉及'补税'和'境外投资'，属于高危税务主题（征税、交税），政策风险排除。,2025-11-16 01:28:18
投资黄金容易踩的坑，都在这儿了...,https://mp.weixin.qq.com/s/MoKWsaw4qfXsFUyoE5EMUQ,胡胡的全球笔记,🙅‍ 不选,标题涉及黄金投资，与香港保险无关，属于非相关主题。,2025-11-16 01:28:18
金融市场背后扎心的真相...,https://mp.weixin.qq.com/s/i5j9WQBQRGPpLRWxhpFBnw,胡胡的全球笔记,⛔ 看文章再确定,标题模糊，未明确指向香港保险，是否能提炼保险相关痛点需阅读判断。,2025-11-16 01:28:18
QDII断粮危机，三年没额度了...,https://mp.weixin.qq.com/s/Gj9O53tWIaQSmHVmxFxYYA,胡胡的全球笔记,🙅‍ 不选,标题涉及QDII（内地投资渠道），与香港保险无关，属于非相关主题，可能有政策风险。,2025-11-16 01:28:18
天塌了，1000元境外投资都要开始补税了？,https://mp.weixin.qq.com/s/ld1BRmSJop-X1JPRIEg9cg,崔伟说投资,🙅‍ 不选,标题涉及'境外投资补税'，属于高危税务主题（交税），政策风险排除。,2025-11-16 01:28:18
境外理财必备港卡！3 个避冻技巧 + 高息优势，用卡安心又省心,https://mp.weixin.qq.com/s/jxs2P4PGd2JXDqP5EsV1MA,心水保,🙅‍ 不选,标题涉及'港卡'（香港银行开户）和'避冻'（政策风险），属于高危开户和外汇管制相关，不选。,2025-11-16 01:28:18
紧急提醒，境外收益补税20%！香港储蓄险还安全吗？要交税吗？,https://mp.weixin.qq.com/s/U6BW8aRYz3zx8UCpLbNdQA,心水保,🙅‍ 不选,标题涉及'境外收益补税'和'税'相关主题，属于高危词汇'征税'范畴，存在政策风险，必须排除。,2025-11-16 01:28:18
"澄清！境外投资收益补税 ≠ 香港储蓄险收税！港险仍是""免税传承""首选工具！",https://mp.weixin.qq.com/s/4D_PF5LOaNHhDp34EzUXQg,港险优选专家,🙅‍ 不选,标题涉及'境外投资收益补税'和'收税'，属于高危词汇'征税'范畴，存在政策风险，必须排除。,2025-11-16 01:28:18
香港汇丰邮寄实体卡激活全流程！3 种方式 + 5 个注意事项！,https://mp.weixin.qq.com/s/YfXW-JkIc2gSGs1ngz0jqw,小冯妮儿聊港险,🙅‍ 不选,标题涉及'香港汇丰'银行开户和卡激活流程，属于非相关主题的银行攻略，必须排除。,2025-11-16 01:28:18
宏安地产为啥给CEO买3773万保险？揭秘香港公司的“隐藏”玩法~,https://mp.weixin.qq.com/s/mVjobwKZ4PuTuRqfd5nXxQ,港险圈研究院,⛔ 看文章再确定,标题提及'香港公司'保险，但焦点在企业玩法而非个人储蓄险，是否能提炼客户痛点不明确，需要阅读文章判断。,2025-11-16 01:28:18
房子降价四部曲 | 见底了吗？,https://mp.weixin.qq.com/s/pUFcg3CbH8lkRi0u8VBZtw,有态度的精蒜湿,🙅‍ 不选,标题涉及房地产主题，与香港储蓄险业务无关，必须排除。,2025-11-16 01:28:18
不鸡娃、不买学区房，这届父母靠保险给孩子兜底,https://mp.weixin.qq.com/s/J_4a0srLaCbFi91NMzcU7w,有态度的精蒜湿,⛔ 看文章再确定,标题提及'保险'和教育兜底场景，但未明确指向香港保险，是否相关需阅读文章判断。,2025-11-16 01:28:18
10后、20后的家长们，开始卷保单了,https://mp.weixin.qq.com/s/nmWtdqLJK2dwXGBXmr-oPA,有态度的精蒜湿,⛔ 看文章再确定,标题提及'保单'，可能指向保险场景，但未明确香港相关，需阅读判断可复用价值。,2025-11-16 01:28:19
麻了！账户连亏4天~,https://mp.weixin.qq.com/s/5wnaxBpEedGMNJauYzMNXA,有态度的精蒜湿,🙅‍ 不选,标题涉及账户亏损，指向股票或投资风险，与香港储蓄险无关，必须排除。,2025-11-16 01:28:19
葛兰这些年，到底亏了多少钱？,https://mp.weixin.qq.com/s/35dDNU5EC_YThn09_-PZTg,有态度的精蒜湿,🙅‍ 不选,标题涉及股票投资亏损主题，与香港保险无关，必须排除。,2025-11-16 01:28:19
国家队出手！拯救养老金，每年派息5%?,https://mp.weixin.qq.com/s/zocpNXwpfgatvjN0MEgYig,伟伟说投资,🙅‍ 不选,标题涉及内地养老金政策和'派息'，可能有政策风险，且非香港保险相关，必须排除。,2025-11-16 01:28:19
存款人天塌了！一觉醒来银行app资产清零，贷款却一分不少……,https://mp.weixin.qq.com/s/pNQDJQgQnvztOnWcrR07MA,伟伟说投资,🙅‍ 不选,标题涉及银行资产问题，与香港保险无关，属于无价值内容，必须排除。,2025-11-16 01:28:19
天塌了，1000元海外投资都要收税了！香港保险也要交税吗？税率多少？,https://mp.weixin.qq.com/s/gzFi36qvvSOO7ab238P7pQ,伟伟说投资,🙅‍ 不选,标题涉及'海外投资收税'和'税率'，属于高危词汇'征税'范畴，存在政策风险，必须排除。,2025-11-16 01:28:19
银行首次停售五年期定存！存款利率还要再降？,https://mp.weixin.qq.com/s/QDB0qdadMlKrvj4lrlTICA,伟伟说投资,🙅‍ 不选,标题涉及银行定存停售，与香港保险无关，属于无价值内容，必须排除。,2025-11-16 01:28:19
真正适合养老的年金！万通富饶千秋到底有多强？,https://mp.weixin.qq.com/s/EdSXO6bf8oo5YaAZPS42uQ,伟伟说投资,⛔ 看文章再确定,标题提及年金产品'万通富饶千秋'，但未明确香港相关，需阅读判断是否为港险并有可复用价值。,2025-11-16 01:28:19
能一辈子躺平收租的金融房产：本金不动，每年收租“5%”，你心动不？,https://mp.weixin.qq.com/s/BUvf__Pbvwa4uZI2eLVaFw,小冯妮儿聊港险,🙅‍ 不选,标题讨论'金融房产'和'收租'，未提及香港保险产品，属于房地产或非保险相关主题，与香港储蓄险业务无关。,2025-11-16 01:42:53
投200万，生“息”156万？美联储降息周期下，融资保单的“黄金”投保期来了~,https://mp.weixin.qq.com/s/f6eYheexqI7xFhsewwK-hA,港险圈研究院,⛔ 看文章再确定,标题提及'融资保单'和美联储降息，可能涉及香港保险，但具体是否指向产品或提供可复用决策逻辑不明确，需要阅读文章判断。,2025-11-16 02:13:38
比特币、以太币！万通保险首推挂钩「虚拟资产基金」保险产品！,https://mp.weixin.qq.com/s/JornaXZe9QL3CmbdLdomgg,港险宝宝PRO,🙅‍ 不选,标题涉及比特币、以太币和虚拟资产基金，属于高危主题（类似股票相关、稳定币），政策风险高，必须排除。,2025-11-20 20:23:06
小心！香港财经网红无牌提供付费投资意见被监禁！,https://mp.weixin.qq.com/s/oK1zyyTLKap1prn-uAiL2w,港险宝宝PRO,🙅‍ 不选,标题涉及无牌投资意见和监禁，属于监管风险和非保险核心内容，与香港储蓄险业务无关。,2025-11-20 20:23:06
资产缩水倒逼财富逻辑生变，《2025胡润全球富豪榜》揭秘高净值家庭的“真面目”！,https://mp.weixin.qq.com/s/cWWQXkKzZgd3vc7Y7eVM0g,港险宝宝PRO,⛔ 看文章再确定,标题讨论财富逻辑和富豪榜，但未明确指向香港保险，需阅读文章判断是否能提炼出与港险相关的客户痛点或决策逻辑。,2025-11-20 20:23:06
CRS、税务、汇率，买港险前一定要知道的事情！,https://mp.weixin.qq.com/s/x4yfvNo-XNWlxaiILALWsw,蓝星探险,🙅‍ 不选,标题直接包含高危词汇'CRS'、'税务'、'汇率'，涉及政策风险，必须立即排除。,2025-11-20 20:23:06
巴菲特和段永平公认的投资尽头？,https://mp.weixin.qq.com/s/c0iOLCNHRXj9qJFpqG-Ztw,港险研究院,⛔ 看文章再确定,标题借用知名人物讨论投资，但未明确指向香港保险，需阅读判断是否与港险决策相关。,2025-11-20 20:23:06
倒查海外收益！AI+CRS联手查税，个税“大清算”已至，谁在裸奔？,https://mp.weixin.qq.com/s/CNoyvoc2AU9qbv9VNHOThw,港险研究院,🙅‍ 不选,标题包含'CRS'和'查税'高危词汇，涉及税务政策风险，必须排除。,2025-11-20 20:23:06
2024全球寿险公司50强：中国力量崛起与香港枢纽价值凸显,https://mp.weixin.qq.com/s/wC34AtEsfbRcJEuuFqee2g,港险渠道,⛔ 看文章再确定,标题涉及全球寿险排名和香港价值，但需阅读判断是否提炼出港险具体决策逻辑。,2025-11-20 20:23:06
全球资产全线杀跌，泥沙俱下....,https://mp.weixin.qq.com/s/NgRB9UDjDW4xCrluoW43bw,胡胡的全球笔记,🙅‍ 不选,标题讨论全球资产杀跌，与香港储蓄险无关，属于系统性风险或非相关主题。,2025-11-20 20:23:06
香港永明保险公司，2024年理赔报告,https://mp.weixin.qq.com/s/PWBwTt40-KAoELR1ALVvUw,香港保险行业资讯,⛔ 看文章再确定,标题涉及'香港永明'理赔报告，可能有价值但需阅读判断是否提炼出通用客户痛点。,2025-11-20 20:23:06
2025年，香港保险公司10款重疾险“癌症”理赔具体条款,https://mp.weixin.qq.com/s/Gvczz-IPH6hPVPwF0AxXjw,香港保险行业资讯,⛔ 看文章再确定,标题聚焦重疾险理赔条款，与储蓄险相关性不明确，需阅读判断可复用价值。,2025-11-20 20:23:06
📌 关于CRS，你必须知道的10个问题,https://mp.weixin.qq.com/s/NwVirew0MG0rqUfgdaDY3A,长城港险,🙅‍ 不选,标题直接包含高危词汇'CRS'，涉及政策风险，必须排除。,2025-11-20 20:23:06
2025 外汇额度攻略：5 万美元不够用？3 个合规方法解锁超额购汇，留学 / 就医 / 港险资金不用愁,https://mp.weixin.qq.com/s/8LDc0EhyH7pWHL1T1uRltg,心水保,🙅‍ 不选,标题涉及'外汇额度'和'购汇'，属于高危政策主题（外汇管制相关），必须排除。,2025-11-20 20:23:06
资产安全配置神器！香港保险的隐藏实力：债务隔离 + 婚姻保护 + CRS 下避税攻略,https://mp.weixin.qq.com/s/yTeQLqbWVxQ6sYyvwa4Vuw,心水保,🙅‍ 不选,标题包含'CRS'和'避税'高危词汇，涉及政策风险，必须排除。,2025-11-20 20:23:06
内地人想开港卡怎么选银行： 普通人选中银，中产选汇丰，富人选渣打！,https://mp.weixin.qq.com/s/wXHtAsLCaBJ6Tqd4xA3a-A,小冯妮儿聊港险,🙅‍ 不选,标题聚焦香港银行开户选择，与保险无关，属于纯开户攻略，非香港保险相关主题。,2025-11-20 20:23:06
不去香港人在内地，直接开香港汇丰/渣打/恒生/东亚/大新/星展的银行卡，99%的人都不知道！,https://mp.weixin.qq.com/s/4mvkVUcVbi2g8QheNAZoMQ,小冯妮儿聊港险,🙅‍ 不选,标题涉及内地直接开香港银行卡攻略，与保险无关，属于高危开户类型内容。,2025-11-20 20:23:06
我帮1000+客户开通香港银行卡的经验总结：这5家0存款无管理费的香港银行，内地人自己就能办！,https://mp.weixin.qq.com/s/lenHsdnoFLkKZ0SA4IFiOQ,小冯妮儿聊港险,🙅‍ 不选,标题聚焦香港银行开户经验，与保险无关，属于纯开户攻略。,2025-11-20 20:23:06
A股跌成狗，港险稳吃息 | 为什么这届家长把孩子“存”进保单？,https://mp.weixin.qq.com/s/0P_adl2aHHSU4uWkGpU5sw,有态度的精蒜湿,⛔ 看文章再确定,标题提及'港险'和教育规划场景，但涉及'A股'可能有股票风险，且未点明具体产品，需阅读判断是否提供可复用逻辑。,2025-11-20 20:23:07
卧槽，这不是发钱吗？,https://mp.weixin.qq.com/s/mVYSk_TdtwMzwql6A61pog,有态度的精蒜湿,⛔ 看文章再确定,标题过于模糊，无明确产品或场景指向，需阅读判断是否与香港保险相关并有价值。,2025-11-20 20:23:07
直播预告 | 本金不动，每年吃息3.3%+,https://mp.weixin.qq.com/s/lKd09b4ITEHgaJsjbxJF0Q,伟伟说投资,⛔ 看文章再确定,标题是直播预告，包含数字但未点明产品或明确香港保险关联，需阅读评估价值。,2025-11-20 20:23:07
2026存钱大洗牌！4大变化，直接影响你的钱袋子,https://mp.weixin.qq.com/s/u8184io1kx0s9-o0ZJJ8Ww,伟伟说投资,⛔ 看文章再确定,标题时效性强但未明确指向香港保险，需阅读判断是否涉及港险并有可复用价值。,2025-11-20 20:23:07
不讲预期，只派真金！终身锁息2.5%，快返年金王横空出世！,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-20 20:23:07
2025年，香港中国人寿停售储蓄险（钻逸传承）,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-11-20 20:23:07
19万亿！香港成全球资金避险安全港！选择香港，就是选择稳健、自由与未来。,https://mp.weixin.qq.com/s/zShc8GpyZc3k-15r7wfO3g,港险宝宝PRO,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-11-27 05:54:14
全球寿险公司TOP50榜单公布，中国香港独占10席，一定有你认识的！,https://mp.weixin.qq.com/s/jePqv8O_XhtkR1HIJUeSgA,港险宝宝PRO,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-11-27 05:54:28
将涨30%？高盛看好人民币资产，最稳的上车方式是…,https://mp.weixin.qq.com/s/f-cTtPXC4M-k29Ln1fwjsQ,特别分子Mark,🙅‍ 不选,标题涉及人民币资产投资和'上车方式'，未明确指向香港保险，偏向股票或投资相关主题，与香港储蓄险业务无关，且可能涉及政策风险。,2025-11-27 05:55:36
突发！汇丰宣布恢复内地开户，人在内地直接申请！,https://mp.weixin.qq.com/s/s51WYPBnD6bTzhqAHxAX7w,港险宝宝PRO,🙅‍ 不选,标题涉及'汇丰恢复内地开户'，属于开户类型内容，涉及两地政策风险，高危类型，不能选。,2025-11-27 05:55:36
“泓瀚启航，芯创未来”｜泓瀚系统（NSP）全面启用，开启智能投保芯体验,https://mp.weixin.qq.com/s/I7bSCKbqdvR7SpT8z2yePQ,香港保险圈,⛔ 看文章再确定,标题提及'泓瀚系统'和智能投保，但未明确产品或香港保险关联，是否能提炼客户痛点或决策逻辑不明确，需要阅读文章判断。,2025-11-27 05:55:36
来香港办银行卡，认准这五家！,https://mp.weixin.qq.com/s/qE4H5YseHJCRE1esMKK01Q,蓝星探险,🙅‍ 不选,标题明确涉及'香港办银行卡'，属于开户类型内容，与香港储蓄险业务无关，高危类型。,2025-11-27 05:55:36
